P01D10B,P01A02,P01A03,P01A04,P01A05,P01A06,P01A07,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2601.0,20.0,7.0,23918.0,0162,13.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0001,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,7.0,23918.0,0054,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0018,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0106,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0019,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0018,2.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0127,3.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0035,4.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0110,5.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,8.0,13456.0,0027,3.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,8.0,13456.0,0038,4.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,8.0,13456.0,0007,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,8.0,13456.0,0017,2.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,8.0,13456.0,0009,11.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,0071,8.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,7.0,23918.0,0117,3.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0061,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0052,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0020,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0043,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0048,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,47,16.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,0047,5.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,7.0,23918.0,15,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0063,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,108,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0072,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,1.0,23511.0,0039,39.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0006,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11154.0,11,3.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11154.0,44,15.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0013,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0031,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,7.0,23918.0,0009,1.0,1.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2401.0,13.0,8.0,16094.0,78,14.0,1.0,9.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2401.0,13.0,8.0,16094.0,32,1.0,1.0,9.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,3.0,19744.0,0144,15.0,1.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,3.0,19744.0,0023,5.0,1.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,3.0,19744.0,0023,5.0,1.0,8.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,3.0,19744.0,0023,5.0,1.0,12.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2101.0,9.0,4.0,11151.0,0089,3.0,2.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2101.0,9.0,4.0,11151.0,0002,15.0,2.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2401.0,13.0,8.0,16094.0,107,20.0,1.0,9.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2301.0,11.0,2.0,13159.0,0133,14.0,1.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2001.0,1.0,3.0,142.0,58,9.0,1.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,8.0,20123.0,0107,3.0,2.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,8.0,20123.0,0033,13.0,2.0,7.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,8.0,20123.0,0118,1.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2301.0,11.0,8.0,13456.0,0059,6.0,2.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2001.0,1.0,6.0,338.0,0051,5.0,1.0,4.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,8.0,20123.0,0029,9.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,1.0,20332.0,0090,8.0,2.0,4.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2701.0,22.0,1.0,25010.0,0110,8.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2701.0,22.0,1.0,25010.0,0013,1.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2701.0,22.0,1.0,25010.0,0031,3.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2701.0,22.0,1.0,25010.0,0111,9.0,2.0,7.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2701.0,22.0,1.0,25010.0,0111,9.0,2.0,8.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2701.0,22.0,1.0,25010.0,0174,14.0,2.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2401.0,13.0,27.0,17147.0,157,15.0,2.0,4.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2401.0,13.0,27.0,17147.0,122,12.0,2.0,4.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2401.0,13.0,27.0,17147.0,122,12.0,2.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2201.0,9.0,1.0,10745.0,64,7.0,1.0,4.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2301.0,11.0,2.0,13159.0,0099,6.0,1.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,1.0,20332.0,0145,12.0,2.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2301.0,11.0,2.0,13159.0,0078,5.0,1.0,5.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2101.0,9.0,4.0,11154.0,40,13.0,2.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2601.0,20.0,7.0,23918.0,0073,8.0,1.0,6.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2501.0,16.0,1.0,20332.0,0018,2.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2001.0,1.0,36.0,4933.0,0109,10.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2301.0,11.0,8.0,13456.0,0017,2.0,2.0,7.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2601.0,20.0,9.0,24104.0,0048,1.0,2.0,8.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2001.0,1.0,36.0,4933.0,0098,9.0,2.0,3.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2601.0,20.0,9.0,24104.0,0031,1.0,2.0,2.0,3,C,1,Personas de 7 años y más sin registro en información sobre condición de actividad. ,03C0101,
2101.0,9.0,4.0,11154.0,0005,2.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,0021,6.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,0053,12.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2201.0,13.0,1.0,15430.0,0050,8.0,1.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2201.0,13.0,1.0,15430.0,0046,7.0,1.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,0089,3.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,0002,15.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,0058,7.0,2.0,4.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,0090,2.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2401.0,13.0,8.0,16094.0,107,20.0,1.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,3.0,142.0,0028,1.0,1.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2301.0,11.0,5.0,13252.0,0061,8.0,1.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2501.0,16.0,8.0,20123.0,0033,13.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,0058,9.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,0057,10.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,54,8.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2501.0,16.0,8.0,20123.0,0059,14.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,43,8.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,0034,8.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,0077,14.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,0031,6.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2401.0,13.0,27.0,17147.0,112,11.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2401.0,13.0,27.0,17147.0,126,8.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,6.0,338.0,0039,39.0,1.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,48,9.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,68,5.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,32,14.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2501.0,16.0,1.0,20332.0,0134,11.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2501.0,16.0,1.0,20332.0,0171,14.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2501.0,16.0,1.0,20332.0,0171,14.0,2.0,8.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2401.0,13.0,27.0,17147.0,142,5.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2401.0,13.0,27.0,17147.0,142,5.0,2.0,5.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,18,3.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,4,4.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,10.0,25402.0,0061,12.0,2.0,5.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0013,1.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0060,5.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0167,13.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0139,11.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0139,11.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0050,4.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0050,4.0,2.0,5.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
